1535528,2025-03-22,13:42:48,LBTAyZe0JHBXfGgWLWJ29ziWAlBJs7k1WWVagtiw,qz9Gsp66RZ3rHPYbIoJr,XExe2hUUtl8lnOKyaPC4,a5WztiQKKF075LMKFHOF,245ce6f9a04feaeb9a7b7588c06b1ba12df8a147c7b027fb941ef580422be7278420f17ad3d17ddaf907f1fb4c2706a32762a8e345e8f15ba1a17a1113e84ad6,1.13
1535529,2025-03-22,13:43:00,B7EcVvQ9zbWn8uck1vCInsxuEi8uEuYYrVZ9NLUL,3tQ6Dv4SElDNbqloUN0U,198ogVggbRCRTWhD6QiY,vsYw7xadd9aPsquxT457,0aceb5f35366d7351949da1ef6a26900cbd18608548bd9ba3f12600e91bac8699995fc1379f458421d48e55160873b73042698cc133d04f44bc99524939d43ed,1.07
1535530,2025-03-22,13:43:12,CceuUAc6FLizPB2SrMkAZxkj71mv6dWPjq5h0H5A,ve3eFj7vmlEvxLZARIkY,72DwLsTa353pIEP7CdFw,UAojtZ4esRnT5giOKjXU,4af2bd7069d98e371e43fff938ba58d48983a2df6d2f1ba0a08bfb6a4216d5320169c3a21f12b4d72d218873144e25020146d92dc6a3ebb8dadefee6e0a4441b,1.18
1535531,2025-03-22,13:43:26,6eWKcyzSNVrkUNiC9qyG4cmqqFsWLTPjgji6Avjt,BeFYAjgrTri6WrXISzFV,RL1b0t6WWUYnAUrmQhnZ,TS0bM29GLjszoZU5NmYg,1765eeaec52a5e4119d107fe25dc55e381a79c9e4ff7dd717fe71ccb72d8779b5c479484da986ddd0be72d6548fd38882fac5694217b925fa0dcec4623a2005f,2.34
1535532,2025-03-22,13:43:49,IhvW6KWksLLEctANyV7QWVdrXHVKedXzXzxvN8X3,8J0xQXS98vLqJ2tWs3LV,zT6rDOhvULDYv2ow5Djz,4ELqln7jbbkgoBK8ArYf,b2629817aa7c53803132209de8fc971131fc40eb74d54f17078f8e5562d3bc14fb14751c048f55511a53931300e6aa8740aa69fec0f376f24092da403009dabe,3.19
1535533,2025-03-22,13:44:15,KMmWKZDmiyz8Z1oFndK2pdq1dmx95Ln71WjMEHtw,0qgsdRXwkxkaU31Df0kj,lIwWM7QwLrM5ANSBkS7c,H7ijTVCD1F6FMNyS7ScQ,24188739467194e1d9cd1db951df417c2b86a2e277981bcf279eb7a04889375fb90243053ace97de62b98d2d3b2b78970e6e31a7d0119b6a459054a7570bf603,11.71
1535534,2025-03-22,13:44:55,v1PsKKbu12SICOOGcUbctkdCuNoPBT70d2lgfg87,Pa8EQNYiNZwN9d4MeZN3,3c6T67xRNq3w8kVJoHeL,QBHyVLLz0NAwDhPMGxfl,ba88f18da63b0b0bb09520678299c70afe38e4aecd9a02a44e5414ccfc239221b67a3779ab689f84c684c9c05c546874faff0e8fe1c94d602874bd2e1f74c9ab,1.76
1535535,2025-03-22,13:45:13,x5LHHGGVYlFYaKU5xyrmLpehGwEd9U1lOSExTr3r,iW9aeF5LOlUEwSzgG9dJ,72jKpRRgVyPqSA5rJI6Y,BtE7wUOOodCCNmdAXimq,596efa1069da69a332bdb96ea66daff8276ddcf99bffb2cb507447f6a5472a7c24e9ea5c241955a577c7953ee35eb3d5e81e03f2bcc07dcda3f31bfe8c49ea51,2.36
1535536,2025-03-22,13:45:37,vako7pGCqfxDDB4rX1zbKjukoY9losgzd8MCfTUS,boDnJAjbqRzp9mPXDE3g,TdO8G2t2UEM0KKtvYWQv,ZmLKcPn83uON3q1ZlUv1,f43c83398ba9bedb7825be6209b27cd69117e9677c91c81357d6c5132b344be82b359359eeee20bb90d5d03eb92d630afb1f7632410d2685ff6e8d72976b1294,19.24
1535537,2025-03-22,13:46:24,MCKSC3ux0RpnucjyV7LH1J9IZ3inOKEV2UnVW8Om,ul3PZlEfiyAmbu4I6aGs,OA1bE3z8S2Sl4I9cJuoy,VJdeCAzHPwUfjCOKsluf,53ce634d926037f09f8b11236e920ed36df8e154c7dcc1acb918188c10cf6a1de82621e1b660a7b58a2cbdd5e9504da9742bd54d1531fd4dec63193238f4f21a,5.86
1535538,2025-03-22,13:47:01,jxwX1Avu8cQlo5tFAoxuzQKs1Mvx1c5Rv8qg9Pz0,5FkWEA0KbGfhK8yszedw,RoE5FdGM8bw4RoW5z8dW,vzvyjDDdIm0727tmCh5x,f357e054a2101fb89328c82961bea74ebaefc4073623b6f91486c1a5870274e2c4cb8ff54b3965ed204b741c019827720a717381b7822ef093780ffd60456a1b,2.14
1535539,2025-03-22,13:47:23,Pl23eOlvu9VBZ5ICm5tw20UcIn7oUTyyRdmAzEZx,yhbBtlaK1MFf3dEBkWA3,xuNvphu5G2Tfw7n2cIby,y1selXlcBOr1dJf2AbHf,05a07ef73fed558b77c43a9bb8ae1416b4ce94b4335bd5259ba191b77de47587bef7b0f1dc5e046224711d2177a2119db9769e8184e2ddd86125cb06544a05b1,4.96
1535540,2025-03-22,13:47:54,ZEuefxPriBGsKvHT56NVq6fstXFhx1Ao4JirgvxY,L67Vcyb0iZPQibSYuHcb,ql3KkNWbvJ3PfnjdBJLj,uBDE2VU24PK1sdcE7Tym,09d46c0067b608bbed66272398b3678310a1b0ff7b56d8c1a5d633345341bce0928321404a6be20c8135d0c6ca623f2c199c5281039efb6d3b77a7d199e9f7c3,2.79
1535541,2025-03-22,13:48:19,Ba73L4ntw86DMDQ3GmtvQ9e2nQRIYBGLpeWhm2QZ,95R09KTh9dfkO6dMw3cu,mDci5DqIJ5mPavc7shme,BgbXDBcS0ruKOCD1ctXO,b2c8352728360aba110ded73de0cf11e860e54acdcd64a59bac055506c741c31162b263f9959f2203c8ed18afa24858ca12946f61f60e26a974097491fd05ece,1.29
1535542,2025-03-22,13:48:35,JSRUxVlmlVc5hPyy3UPCTH2gstoye2Atrqpj05dZ,km0Gkq75aGkNGhkNQfNG,c2qZ0RduaMa6bRbQnqDG,kUZ8E3RhMbCGgOa0PP7k,1413091c5887ce9f884c7700d4af8e660a1217b6581a40a8d17fd0e77400b1dad9db86ba1c6b65c6605c920659aa2bfeca7373e81d85cbd5a8243e4bd2e3ffa3,1.10
1535543,2025-03-22,13:48:48,KVIdFdDrFYWQfEcQpbgzKIWzLojlip2XENnw28Ss,SjAlHNnZQ33YColxmxlZ,aC0skPFwdixQH5iqHEkC,6Rvq5Zi78Ni0ZGrPZv1O,e1d7538a0df2058ecebd73d782b92170522905ac22e2ec9b66a2e6024089cc091e5d1006c6b71e2e04730dfeef63955c1a9f20989fba1388e5735ffae41e117f,1.37
1535544,2025-03-22,13:49:01,q6FCiwDmmBFUjYBfmccFoJ1kmQCZn5qJlX4FRL9Q,lGxZighyLiMRe5GH7BXa,YhLr9wuUii6M3xnTL1GY,Pw0MsIKsN8bh8zhM5AkQ,1d63d698532f9594f6eb2702fdf934c7d28fd17e7dec0b9012de82b024b0b9df240281e0009c31e0b6a661409bc7462e681c37a44164bc0d3a9a0f11fc8e746a,2.93
1535545,2025-03-22,13:49:24,I4l6ImqTcVT3uvZIx6ukdWONH92rfRpZgz2ff4CB,pgR613LAofbvb0BxjQau,9UO04ZcxwzVMitihHd8T,cwlDWsd8DRWkTyR2gfTa,725a3e33b202709982747adef942282bba42fe522a79ea9493764bb1380146d54141b6577f6e87f6cd2cc57e9e3461ee41636f4e61414df69aa396f103c59f32,2.34
1535546,2025-03-22,13:49:47,ySMD5ZCzxSxOZAdmywOGPelPXZCZakCW9VZ044mW,Toxx6e3e770zJLbE0aK8,IJYXBZDDqckH0GiqEs6E,lnEzTdq0ZnGXH9Iv6f75,95392fd1294ebc20eaf10a58c60161c8cc284d9d1a7a705b71ec3f2a0a5d4e4821c71713e6fda42f703ead81c87c483fb3d288d3412e8151f9d9cc5a572beecb,1.00
1535547,2025-03-22,13:49:57,H9pQq6ovcxMTlBe68UjLltifAHVSeOVWmkmdEo2B,Mp1RbbPxYzDIMJaSnJFz,Y4KPqosl8chKvwGm7K6c,c2ekbnio2D8zMm5Winba,633e9fe13ebda2276d9b05c1b7fa345fc9619ab74ccc8a53639b8735f03138a53d0a71cb4c6a355961c8e1899e0a9b0a08ae43b47230908e11c3e43413c7924d,1.58
1535548,2025-03-22,13:50:14,xyx7FiNIzORMY1sCx8K1dSOcDpEuWvNLryOw4wqw,53x4zq2YFdXCprlZSFaY,Qt9zggl7mVIldcHmeTvv,gCLjX7rlZdEww22XyKjC,525b392134d0b51fa60db1982d647ca0af99f2f35d9d5a48b5fb0b3e73809aebec2cd72fdfba021e2effaba6b7fa5e8a6949192ae9a6137707f232a5f5630140,2.23
1535549,2025-03-22,13:50:38,a73dFVYx3yYVN8FXqgpoXkzDNlRCUU9BIU7YYIsr,yHs92EIZlPHXuzGfLqkY,QVGTWq4DJhfB1qVihfQa,3irfyldRw4Ol0Z1F3Mhh,73d9599c65c733680791971bd675cdaa7c05998315cf5c30bc76cb46b4853a2d5ac459b1a84153cba3fc6907baa2378ab749abe17c2336506c6867560ddd6b67,1.73
1535550,2025-03-22,13:50:57,EQKFASNcNPNzxdsT0ZdpWWtgn6GusJbq5h0PCtaX,dllYhRFcoKqhDaIPPvjW,wfAXraUXRKiY4kvS3oUP,FHdGmocUjx8rm9J0Zshq,2b73d908732148adb1e837e769b64111afa1fb17142992f031d314d5e6537eac20f8bb96068112461e0db45caa72bcafa997294fbe7609ca1dcc3e6b5e11a445,1.16
1535551,2025-03-22,13:51:13,ORFIXyztKA0yCGbfrz2s8r6WqEHqPWDObsfw23P2,OQtBitm1EIh7JCL9zaW2,LU0KbBwleV6yc4uwfiQm,bnUuv80lKPkb1nuGZEGO,b8f520eeffa2bfbffc6ad9e4b25355dc099cfd3cfee40180598b5347d0a248d3b9621b237e87dce939a28ee0f52261e040586044c7b72a95d24bf0348ed192f8,2.08
1535552,2025-03-22,13:51:33,yJUUbLpPked4CulRlVsknK5qeBPfp0fehc7hjejD,ay3Ttn8vUJ5V1dtNTpUf,rNRYFliCYeLN8e31Jg5c,qahtQgrla0hDPBPuSWuV,5ce77235a523b11f2b51d7cbc6ee2c2d5683271b6c25001ca20086e4729cea333a8ec80874acedf3629e263e8d88c217d00a84c371493b27b0d2712905a082cd,1.52
1535554,2025-03-22,13:52:06,Fldzq76oRL1YbxSXvCWeHDsuV8XuSBwfAc1iPRcn,ZMYKi3HEdIpj5dcnd07c,viUhp3RlGWS2NNFPgnFk,z3v2CQntsj3GgLE5g5Co,67c9c9c51fe714e609d621ac791ae85c232c2f1be60c9f08618b5bef44c2a8684ab6ef11b3d43ed23fed3dc26ef3a0d9ad06de3aa1c75c5a846da522f224aa55,2.22
1535555,2025-03-22,13:52:28,NG23lWPdxSESycvghrZjVUlgNa01Fzia2Cj05oPu,I7QZqDUB1mDETuvOvt7N,zMmyaK6wGH2llWNHLQIn,5YuRUZhiJHZsf03Ywczw,62916b1605592930c9a9e8c2a2454ec5b640b00aaf38ce4ca44321f6eb20090498b46257f82ba129e640caa8745e0f8714cbb61cf81995a9ff23ae22a0b18825,2.54
1535556,2025-03-22,13:52:49,yGIHi32bgvLtcNBpAmsJfnK37Ee3m5l6qDGmKWag,Y596XmlZ5XvE9eTu3LJS,e84jzUiDvI6g8dHk5JOO,aX71r1eTzkSbWD5g4fkv,83a7084837f631ec40cca1d4913b8644ef360450558c3136cd1361ca6a4e58d68a968d4a01f9abbb72db7d8e44d165218f769a669bc338c7b78cc13eb5cb941c,5.13
1535557,2025-03-22,13:53:21,T4SgA5YmDSTlMwOzgFst8emQNv9P85vdZDOCXviD,6NCfVA0sWTeOKu7nkAZx,mMP2r1JOfvwZaMI2JQEr,lYNqKPiZhG41Ta7f1c3E,bcafef464b1df0c4bda9281589e04238d080dc29421bb59e32e1f4ff2223a123ca3a7dfac91ad1f206bd9ccf0e1de57837fe83fc10b400d4896575a021481ae3,3.68
1535558,2025-03-22,13:53:53,Cg8ekP0Bi4UrVwvFXk3aNZSHWdBpcmwzAV2M6ZqT,7OL83cHIYF2MR4Rx7OSy,AB8IyEySkH2gPLLXhKr2,uO5SgIk7pDPNvCWVbiDY,34b7cbc3a23e5c6db1ef036c925f2b784da35b5ddf53df2db6e413618771aaef102c89fb579e68ed1842798168d8c5df48322223d98b6a7559d7cb3f8244f6b7,1.35
1535559,2025-03-22,13:54:08,qlSuVk0b4AYnu0vslFmXh8klGBP2EP9BatDnYXoj,75IKfG7sdT1KosXQAV7L,FExuRSVmpyOeyjONvgNv,OqmblvyIIOeThdoUpdgC,5b0802827d1f4e4c7c75dd3f3ebfd15cca069386f5f138834fac00310a5adf543e9d1364117bbe3cb17538e5ac3000978969c86fc29529f31ec539f58a218bca,2.52
1535560,2025-03-22,13:54:29,DCps0t3An24iTqTjNV1zRINfHi7yoOzVfW9eTlBn,kw5ShZQVs7aJleXG2OpY,qEEcKW6kIbpVKBqoMXUC,JUsLnt4UBWXytaxIIfwW,7b597cff0edeb8ae02fd997254ba3499da1e9aa453896604f1b289d3b829d36909372f05e41c41ad975d025f31d3d048a5972003efeed3c48405fba385c8191a,2.72
1535561,2025-03-22,13:54:52,xLLFSvrvsjJZ0zdXX6esZP4We188K5IO4zdnmeln,P65Gy9Qs4GsQ3tbaaEVg,JUE7ykDqaO04qyKgHwv0,RD9G7sa5pYQXVXUA1KBf,4529df542159ea5b21a1a8fdf21f604e1e9c7e1980dba6dcdf13f270f7ef0e602e7752502d0336ea422162fa254035c467cfcfbde6991292cf9444e7ab62539f,2.88
